boði	p O: D I
boðið	p O: D I D
boðorð	p O: D O r D
boðskapur	p O D s k a p Y r
bragfræði	p r a x f r ai D I
bragga	p r a k a
bragganum	p r a k a n Y m
braggi	p r a c I
bragi	p r ai j I
bragur	p r a: G Y r
bragð	p r a G D
bragða	p r a G D a
bragðast	p r a G D a s t
bragðað	p r a G D a D
bragðgott	p r a G D k O h t
bragði	p r a G D I
bragðinu	p r a G D I n Y
bragðið	p r a G D I D
bragðs	p r a G D s
bragðvont	p r a G D v O n_0 t
brak	p r a: k
bralla	p r a t l a
brandarinn	p r a n t a r I n
brandur	p r a n t Y r
bras	p r a: s
brasilía	p r a: s I l i j a
brass	p r a s
bratt	p r a h t
brattahlíðarnefnd	p r a h t a l_0 i D a r n E m t
brattann	p r a h t a n
brattar	p r a h t a r
braut	p r 9i: t
brautargengi	p r 9i: t a r c ei J c I
brautarkeppni	p r 9i: t a r_0 c_h E h p n I
brautarlýsing	p r 9i: t a r l i s i N k
brautryðjandi	p r 9i: t r I D j a n t I
brautryðjendastarf	p r 9i: t r I D j E n t a s t a r f
brautryðjendurnir	p r 9i: t r I D j E n t Y r t n I r
brautskráðir	p r 9i: t s k r au D I r
brauð	p r 9i: D
brauðmylsnu	p r 9i D m I l s t n Y
brauðrist	p r 9i D r I s t
bregða	p r E G D a
bregðast	p r E G D a s t
bregði	p r E G D I
bregðist	p r E G D I s t
bregður	p r E G D Y r
breidd	p r ei t
breiddi	p r ei t I
breiddur	p r ei t Y r
breikka	p r ei h k a
breikkaði	p r ei h k a D I
breikkun	p r ei h k Y n
breitt	p r ei h t
breiða	p r ei: D a
breiðablik	p r ei: D a p l I k
breiðholt	p r ei T h O l_0 t
breiðholti	p r ei T h O l_0 t I
breiðholtinu	p r ei T h O l_0 t I n Y
breiðholts	p r ei T h O l_0 t s
breiðholtsbraut	p r ei T O l_0 t s p r 9i t
breiðholtskirkja	p r ei T O l_0 t s c_h I r_0 c a
breiðholtskirkju	p r ei T h O l_0 t s c_h I r_0 c Y
breiðholtslaug	p r ei T h O l_0 t s t l 9i G
breiðholtsskóla	p r ei T h O l_0 t s k ou l a
breiðskífa	p r ei D s c i v a
breiðumörk	p r ei: D Y m 9 r_0 k
breiður	p r ei: D Y r
breiðuvíkurhrepps	p r ei: D Y v i k Y r_0 E h p s
breiðvangi	p r ei D v au J c I
breiðþota	p r ei T O t a
breki	p r E: c I
brekka	p r E h k a
brekku	p r E h k Y
brekkubæ	p r E h k Y p ai
brekkugötu	p r E h k Y k 9 t Y
brekkurnar	p r E h k Y r t n a r
bremsudiska	p r E m s Y t I s k a
brenglaðar	p r ei N l a D a r
brenn	p r E n
brenna	p r E n a
brennd	p r E n t
brenndar	p r E n t a r
brennidepli	p r E n I t E h p l I
brennisteinn	p r E n I s t ei t n_0
brennivín	p r E n I v i n
brennivíni	p r E n I v i n I
brennsla	p r E n s t l a
brennslu	p r E n s t l Y
breska	p r E s k a
bresku	p r E s k Y
breskur	p r E s k Y r
bresta	p r E s t a
brestur	p r E s t Y r
bretarnir	p r E: t a r t n I r
breti	p r E: t I
bretland	p r E: t l a n t
bretlandi	p r E: t l a n t I
bretlands	p r E: t l a n t s
bretlandseyja	p r E: t l a n t s ei j a
bretlandsrallinu	p r E: t l a n t s r a l I n Y
brettaferð	p r E h t a f E r D
bretti	p r E h t I
brettinu	p r E h t I n Y
breyst	p r ei s t
breyta	p r ei: t a
breytilegra	p r ei: t I l E G r a
breytilegt	p r ei: t I l E x t
breytilegur	p r ei: t I l E G Y r
breyting	p r ei: t i N k
breytingagjald	p r ei: t i N k a c a l t
breytinganna	p r ei: t i N k a n a
breytingar	p r ei: t i N k a r
breytingarnar	p r ei: t i N k a r t n a r
breytingartillögu	p r ei: t i N k a r t_h I l 9 G Y
breytingu	p r ei: t i N k Y
breytingum	p r ei: t i N k Y m
breytir	p r ei: t I r
breytist	p r ei: t I s t
breytni	p r ei h t n I
breytt	p r ei h t
breyttra	p r ei h t r a
breyttrar	p r ei h t r a r
breyttri	p r ei h t r I
briem	p r I: m
bringspalirnar	p r i N s p a l I r t n a r
bringusund	p r i N k Y s Y n t
brjálæði	p r j au: l ai D I
brjálæðingi	p r j au: l ai D i J c I
brjálæðingur	p r j au: l ai D i N k Y r
brjánn	p r j au t n_0
brjósk	p r j ou s k
brjóst	p r j ou s t
brjóstagjöfum	p r j ou s t a c 9 v Y m
brjóstakrabbameini	p r j ou s t a k_h r a p a m ei n I
brjóstamjólkinni	p r j ou s t a m j ou l_0 c I n I
brjóstkassa	p r j ou s t k_h a s a
brjóstkassanum	p r j ou s t k_h a s a n Y m
brjóstsviði	p r j ou s t s v I D I
brjóstsykri	p r j ou s t s I k r I
brjóta	p r j ou: t a
broddadóttur	p r O t a t ou h t Y r
broddgöltur	p r O t k 9 l_0 t Y r
broddstafir	p r O t s t a v I r
broddstafirnir	p r O t s t a v I r t n I r
broddsúlan	p r O t s u l a n
brokk	p r O h k
brons	p r O n s
bronsverðlaun	p r O n s v E r D l 9i n
bros	p r O: s
broskall	p r O: s k_h a t l_0
brostnar	p r O s t n a r
brot	p r O: t
brotaþola	p r O: t a T O l a
brotaþoli	p r O: t a T O l I
brotið	p r O: t I D
brotna	p r O h t n a
brotnar	p r O h t n a r
brotnað	p r O h t n a D
brotnaði	p r O h t n a D I
brott	p r O h t
brottfall	p r O h t f a t l_0
brottfarar	p r O h t f a r a r
brottflutta	p r O h t f l Y h t a
brottför	p r O h t f 9 r
brottkasti	p r O h t k_h a s t I
brottkasts	p r O h t k a s t s
brottvísun	p r O h t v i s Y n
bruggað	p r Y k a D
brugghús	p r Y k h u s
brugðist	p r Y G D I s t
brugðið	p r Y G D I D
brugðu	p r Y G D Y
brugðust	p r Y G D Y s t
brum	p r Y: m
bruna	p r Y: n a
brunablettum	p r Y: n a p l E h t Y m
brunaiðgjalda	p r Y: n a I D c a l t a
brunatryggð	p r Y: n a t r I G D
brunavarnir	p r Y: n a v a r t n I r
brunna	p r Y n a
brussel	p r Y s E l
bruðl	p r Y D l
brydda	p r I t a
bryddað	p r I t a D
bryggja	p r I c a
bryggjan	p r I c a n
bryggjuhverfi	p r I c Y x E r v I
bryggjuna	p r I c Y n a
bryggjunni	p r I c Y n I
bryggjur	p r I c Y r
brygði	p r I G D I
brynja	p r I n j a
brynjar	p r I n j a r
brynjarsdóttir	p r I n j a r_0 s t ou h t I r
brynjarsson	p r I n j a r_0 s O n
brynjólfs	p r I n j ou l f s
brynjólfsdóttir	p r I n j ou l f s t ou h t I r
brynjólfsdóttur	p r I n j ou l f s t ou h t Y r
brynjólfsson	p r I n j ou l f s O n
brynjólfssonar	p r I n j ou l f s O n a r
brynjólfur	p r I n j ou l v Y r
brynjúlfsson	p r I n j u l f s O n
brynka	p r i N_0 k a
brynki	p r i J_0 c I
bryti	p r I: t I
brytja	p r I: t j a
bryðja	p r I D j a
brátt	p r au h t
bráð	p r au: D
bráðamóttöku	p r au: D a m ou t_h 9 k Y
bráðkvaddur	p r au D k_h v a t Y r
bráðna	p r au D n a
bráðskemmtileg	p r au D s c E m_0 t I l E G
bráður	p r au: D Y r
brækurnar	p r ai: k Y r t n a r
bræða	p r ai: D a
bræði	p r ai: D I
bræðrafélagið	p r ai D r a f j E l ai j I D
bræðsla	p r ai D s t l a
bræðurna	p r ai: D Y r t n a
bréf	p r j E: f
bréfalúguna	p r j E: v a l u G Y n a
bréfamöppur	p r j E: v a m 9 h p Y r
bréfaskipti	p r j E: v a s c I f t I
bréfaskiptum	p r j E: v a s c I f t Y m
bréfaskriftir	p r j E: v a s k r I f t I r
bréfdúfunni	p r j E v t u v Y n I
bréfi	p r j E: v I
bréfin	p r j E: v I n
bréfinu	p r j E: v I n Y
bréflega	p r j E v l E G a
bréfritarinn	p r j E v r I t a r I n
bréfs	p r j E f s
bréfsnifsinu	p r j E f s t n I f s I n Y
bríkinni	p r i: c I n I
brók	p r ou: k
bróðir	p r ou: D I r
bróðurparti	p r ou: D Y r_0 p_h a r_0 t I
bróðursonur	p r ou: D Y r_0 s O n Y r
bröggunum	p r 9 k O n Y m
brögð	p r 9 G D
brölt	p r 9 l_0 t
brölta	p r 9 l_0 t a
brölti	p r 9 l_0 t I
bröltir	p r 9 l_0 t I r
bröttum	p r 9 h t Y m
brú	p r u:
brúarfoss	p r u: a r_0 f O s
brún	p r u: n
brúnleitt	p r u n l ei h t
brúnn	p r u t n_0
brúðguminn	p r u D k Y m I n
brúðkaup	p r u D k_h 9i p
brúðkaupi	p r u D k_h 9i p I
brúðkaupinu	p r u D k_h 9i p I n Y
brúðkaupið	p r u D k_h 9i p I D
brúðkaups	p r u D k_h 9i p s
brúðkaupsdaginn	p r u D k_h 9i p s t ai j I n
brúðkaupsferð	p r u D k_h 9i p s f E r D
brúðkaupsnóttina	p r u D k_h 9i p s t n ou h t I n a
brúðkaupsveislu	p r u D k_h 9i p s v ei s t l Y
brúðkaupsþátturinn	p r u D k_h 9i p s T au h t Y r I n
brúðkaupum	p r u D k_h 9i p Y m
brúðubíllinn	p r u: D Y p i t l I n
brúður	p r u: D Y r
brýna	p r i: n a
brýnna	p r i t n a
brýnni	p r i t n I
brýnt	p r i n_0 t
bubba	p Y p a
bubbi	p Y p I
budda	p Y t a
buddunni	p Y t Y n I
buff	p Y f
bull	p Y t l_0
bulla	p Y t l a
bullandi	p Y t l a n t I
bullaði	p Y t l a D I
bulli	p Y t l I
bumba	p Y m p a
bumbult	p Y m p Y l_0 t
bunga	p u N k a
bunguna	p u N k Y n a
bunka	p u N_0 k a
bunkann	p u N_0 k a n
bunki	p u J_0 c I
bunkinn	p u J_0 c I n
burknana	p Y r_0 k n a n a
burkni	p Y r_0 k n I
burnirót	p Y r t n I r ou t
bursta	p Y r_0 s t a
burstar	p Y r_0 s t a r
burstað	p Y r_0 s t a D
burstaði	p Y r_0 s t a D I
burtfararprófi	p Y r_0 t f a r a r_0 p_h r ou v I
burtför	p Y r_0 t f 9 r
burtséð	p Y r_0 t s j E D
burtu	p Y r_0 t Y
burðarhlutverk	p Y r D a r_0 l_0 Y t v E r_0 k
butur	p Y: t Y r
buxnaklaufina	p Y k s t n a k_h l 9i v I n a
buxnastrenginn	p Y k s t n a s t r ei J c I n
buxum	p Y k s Y m
buxunum	p Y k s O n Y m
buxur	p Y k s Y r
buxurnar	p Y k s Y r t n a r
bygg	p I k
bygging	p I c i N k
bygginga	p I c i N k a
byggingadeild	p I c i N k a t ei l t
byggingaframkvæmdir	p I c i N k a f r a m k_h v ai m t I r
byggingafulltrúa	p I c i N k a f Y t l_0 t_h r u a
bygginganefndar	p I c i N k a n E m t a r
byggingar	p I c i N k a r
byggingaraðila	p I c i N k a r a D I l a
byggingarefni	p I c i N k a r E p n I
byggingarframkvæmdir	p I c i N k a r f r a m k_h v ai m t I r
byggingarinnar	p I c i N k a r I n a r
byggingariðnaðarins	p I c i N k a r I D n a D a r I n s
byggingarland	p I c i N k a r l a n t
byggingarleyfi	p I c i N k a r l ei v I
byggingarlist	p I c i N k a r l I s t
byggingarnar	p I c i N k a r t n a r
byggingarnefnd	p I c i N k a r n E m t
byggingarnefndarinnar	p I c i N k a r n E m t a r I n a r
byggingarreitir	p I c i N k a r ei t I r
byggingarstaðli	p I c i N k a r_0 s t a D l I
byggingarsvæði	p I c i N k a r_0 s v ai D I
byggingastjóra	p I c i N k a s t j ou r a
byggingaverktaka	p I c i N k a v E r_0 k t_h a k a
byggingin	p I c i J c I n
byggingu	p I c i N k Y
byggingum	p I c i N k Y m
bygginguna	p I c i N k Y n a
byggingunni	p I c i N k Y n I
byggir	p I c I r
byggist	p I c I s t
byggja	p I c a
byggjast	p I c a s t
byggju	p I c Y
byggjum	p I c Y m
byggð	p I G D
byggða	p I G D a
byggðakvóta	p I G D a k_h v ou t a
byggðamál	p I G D a m au l
byggðar	p I G D a r
byggðarlaga	p I G D a r l a G a
byggðarlaginu	p I G D a r l ai j I n Y
byggðarlagið	p I G D a r l ai j I D
byggðarlög	p I G D a r l 9 G
byggðarlögum	p I G D a r l 9 G Y m
byggðasafn	p I G D a s a p n_0
byggðasafnið	p I G D a s a p n I D
byggðastefnu	p I G D a s t E p n Y
byggðastofnun	p I G D a s t O p n Y n
byggðastofnunar	p I G D a s t O p n Y n a r
byggðaþróun	p I G D a T r ou Y n
byggði	p I G D I
byggðin	p I G D I n
byggðina	p I G D I n a
byggðinni	p I G D I n I
byggðirnar	p I G D I r t n a r
byggðist	p I G D I s t
byggðu	p I G D Y
byggðum	p I G D Y m
byggðust	p I G D Y s t
bylgja	p I l c a
bylgjast	p I l c a s t
bylgju	p I l c Y
bylgjulengd	p I l c Y l ei N t
bylgjunnar	p I l c Y n a r
bylgjunni	p I l c Y n I
bylgjur	p I l c Y r
bylmingshögg	p I l m i N s h 9 k
bylta	p I l_0 t a
bylting	p I l_0 t i N k
byltingarmanni	p I l_0 t i N k a r m a n I
byltingartorgið	p I l_0 t i N k a r_0 t_h O r c I D
byltingin	p I l_0 t i J c I n
byltingunni	p I l_0 t i N k Y n I
bylur	p I: l Y r
byrgja	p I r c a
byrgðu	p I r D Y
byrja	p I r j a
byrjað	p I r j a D
byrjaði	p I r j a D I
byrjendahjálp	p I r j E n t a C au l_0 p
byrjendakeppni	p I r j E n t a c_h E h p n I
byrjun	p I r j Y n
byrjunareinkenni	p I r j Y n a r ei J c_h E n I
byrjunarreit	p I r j Y n a r ei t
byrði	p I r D I
byssa	p I s a
byssu	p I s Y
byssuhlaupið	p I s Y l_0 9i p I D
byssunni	p I s Y n I
byssustingjum	p I s Y s t i J c Y m
bágt	p au x t
bál	p au: l
bára	p au: r a
báru	p au: r Y
bárust	p au: r Y s t
bárðardóttir	p au r D a r t ou h t I r
bárður	p au r D Y r
básúna	p au: s u n a
bátarnir	p au: t a r t n I r
bátur	p au: t Y r
báða	p au: D a
báðar	p au: D a r
báðir	p au: D I r
báðum	p au: D Y m
bæ	p ai:
bægja	p ai j a
bægt	p ai x t
bægði	p ai G D I
bæjar	p ai: j a r
bæjarbraginn	p ai: j a r p r ai j I n
bæjarflöt	p ai: j a r_0 f l 9 t
bæjarfulltrúa	p ai: j a r_0 f Y t l_0 t_h r u a
bæjarfulltrúar	p ai: j a r_0 f Y t l_0 t_h r u a r
bæjarfulltrúi	p ai: j a r_0 f Y t l_0 t_h r u I
bæjarfélagi	p ai: j a r_0 f j E l ai j I
bæjarfélagið	p ai: j a r_0 f j E l ai j I D
bæjargöngin	p ai: j a r_0 k 9i J c I n
bæjarins	p ai: j a r I n s
bæjarráði	p ai: j a r au D I
bæjarráðs	p ai: j a r au D s
bæjarstjóra	p ai: j a r_0 s t j ou r a
bæjarstjóri	p ai: j a r_0 s t j ou r I
bæjarstjórinn	p ai: j a r_0 s t j ou r I n
bæjarstjórn	p ai: j a r_0 s t j ou r t n_0
bæjarstjórnar	p ai: j a r_0 s t j ou r t n a r
bæjarstjórnarfundi	p ai: j a r_0 s t j ou r t n a r_0 f Y n t I
bæjarstjórnin	p ai: j a r_0 s t j ou r t n I n
bæjarútgerðinni	p ai: j a r u t c E r D I n I
bækling	p ai h k l i N k
bæklingi	p ai h k l i J c I
bæklingnum	p ai h k l i N n Y m
bæklingum	p ai h k l i N k Y m
bæklingur	p ai h k l i N k Y r
bækur	p ai: k Y r
bæla	p ai: l a
bæli	p ai: l I
bæn	p ai: n
bænaefnum	p ai: n a E p n Y m
bænahópur	p ai: n a h ou p Y r
bænamessa	p ai: n a m E s a
bænarskjalið	p ai: n a r_0 s c a l I D
bændasamtakanna	p ai n t a s a m t_h a k a n a
bændur	p ai n t Y r
bænum	p ai: n Y m
bær	p ai: r
bæri	p ai: r I
bæta	p ai: t a
bæti	p ai: t I
bætir	p ai: t I r
bætist	p ai: t I s t
bætt	p ai h t
bætti	p ai h t I
bættra	p ai h t r a
bættri	p ai h t r I
bættum	p ai h t Y m
bættur	p ai h t Y r
bætur	p ai: t Y r
bæði	p ai: D I
bé	p j E:
bíddu	p i t Y
bíl	p i: l
bíla	p i: l a
bílanna	p i: l a n a
bílasýningunni	p i: l a s i n i N k Y n I
bílbelti	p i l p E l_0 t I
bíldshöfða	p i l t s h 9 v D a
bílgluggann	p i l k l Y k a n
bíll	p i t l_0
bíllinn	p i t l I n
bílnum	p i l n Y m
bílskúr	p i l s k u r
bílstjórarnir	p i l s t j ou r a r t n I r
bílstjóri	p i l s t j ou r I
bíltúr	p i l t_h u r
bíslagið	p i s t l ai j I D
bíta	p i: t a
bítlana	p i h t l a n a
bítlanna	p i h t l a n a
bítlarnir	p i h t l a r t n I r
bíða	p i: D a
bíður	p i: D Y r
bíóhöllin	p i: ou h 9 t l I n
bóasdóttir	p ou: a s t ou h t I r
bófar	p ou: v a r
bófarnir	p ou: v a r t n I r
bófi	p ou: v I
bóg	p ou: G
bóga	p ou: G a
bóginn	p ou j I n
bók	p ou: k
bóka	p ou: k a
bókasafn	p ou: k a s a p n_0
bókasafnið	p ou: k a s a p n I D
bókasafns	p ou: k a s a p n_0 s
bókaskápnum	p ou: k a s k au h p n Y m
bókasöfnum	p ou: k a s 9 p n Y m
bókfærslu	p ou k f ai r_0 s t l Y
bókin	p ou: c I n
bókina	p ou: c I n a
bókinni	p ou: c I n I
bókmennta	p ou k m E n_0 t a
bókmenntafræði	p ou k m E n_0 t a f r ai D I
bókmenntafræðingur	p ou k m E n_0 t a f r ai D i N k Y r
bókmenntanna	p ou k m E n_0 t a n a
bókmenntaverk	p ou k m E n_0 t a v E r_0 k
bókmenntum	p ou k m E n_0 t Y m
bókstaflegri	p ou k s t a v l E G r I
bókstafur	p ou k s t a v Y r
bóla	p ou: l a
bólgna	p ou l n a
bólgnar	p ou l n a r
bólgnir	p ou l n I r
bólgusjúkdóma	p ou l k Y s j u k t ou m a
bólivía	p ou: l I v i j a
bólstraberg	p ou l s t r a p E r k
bólugrafinn	p ou: l Y k r a v I n
bólusótt	p ou: l Y s ou h t
bómull	p ou: m Y t l_0
bón	p ou: n
bóndi	p ou n t I
bónus	p ou: n Y s
bót	p ou: t
bögglast	p 9 k l a s t
böggul	p 9 k Y l
böggum	p 9 k Y m
böggunum	p 9 k O n Y m
bökkum	p 9 h k Y m
böl	p 9: l
böll	p 9 l
böllin	p 9 l I n
böllum	p 9 l Y m
börkur	p 9 r_0 k Y r
börn	p 9 r t n_0
börnin	p 9 r t n I n
börnum	p 9 r t n Y m
börnunum	p 9 r t n O n Y m
börurnar	p 9: r Y r t n a r
bú	p u:
búa	p u: a
búast	p u: a s t
búferlaflutninga	p u: f E r t l a f l Y h t n i N k a
búfræðingurinn	p u: f r ai D i N k Y r I n
búfé	p u: f j E
búi	p u: I
búin	p u: I n
búinn	p u: I n
búist	p u: I s t
búið	p u: I D
búkar	p u: k a r
búkarnir	p u: k a r t n I r
búkinn	p u: c I n
búkollu	p u: k_h O t l Y
búlgarska	p u l k a r_0 s k a
búllu	p u l Y
búnaðarbanka	p u: n a D a r p au N_0 k a
búnaðarbankann	p u: n a D a r p au N_0 k a n
búnaðarbankans	p u: n a D a r p au N_0 k a n s
búnaðarbankanum	p u: n a D a r p au N_0 k a n Y m
búnaðarbanki	p u: n a D a r p au J_0 c I
búnaðinn	p u: n a D I n
búnaður	p u: n a D Y r
búningnum	p u: n i N n Y m
búningsherbergi	p u: n i N s h E r p E r c I
búningsherberginu	p u: n i N s h E r p E r c I n Y
búnir	p u: n I r
búr	p u: r
búri	p u: r I
búskapinn	p u s k a p I n
bústaðakirkja	p u s t a D a c_h I r_0 c a
bústaðavegi	p u s t a D a v ei j I
bústna	p u s t n a
bútur	p u: t Y r
búum	p u: Y m
búð	p u: D
búðarglugga	p u: D a r_0 k l Y k a
búðarklettur	p u: D a r_0 k_h l E h t Y r
búðarsveinninn	p u: D a r s v ei t n I n
bý	p i:
býfluga	p i: f l Y G a
býli	p i: l I
býr	p i: r
býsn	p i s t n_0
býsna	p i s t n a
býst	p i s t
býður	p i: D Y r
dabbi	t a p I
dadda	t a t a
daddi	t a t I
dafna	t a p n a
dag	t a: G
daga	t a: G a
dagana	t a: G a n a
dagarnir	t a: G a r t n I r
dagatal	t a: G a t_h a l
dagbjartsdóttir	t a G p j a r_0 t s t ou h t I r
dagbjartsson	t a G p j a r_0 t s O n
dagbjartur	t a G p j a r_0 t Y r
dagbók	t a G p ou k
dagbókarfærslur	t a G p ou k a r_0 f ai r_0 s t l Y r
daggardropanna	t a k a r_0 t r O p a n a
daggjöld	t a G c 9 l t
daginn	t ai j I n
daglega	t a G l E G a
daglegra	t a G l E G r a
daglegt	t a G l E x t
dagmömmunnar	t a G m 9 m Y n a r
dags	t a x s
dagsbirtan	t a x s p I r_0 t a n
dagsdóttir	t a x s t ou h t I r
dagsetning	t a x s E h t n i N k
dagsetningar	t a x s E h t n i N k a r
dagsetningin	t a x s E h t n i J c I n
dagsetninguna	t a x s E h t n i N k Y n a
dagsettu	t a x s E h t Y
dagsins	t a x s I n s
dagskrá	t a x s k r au
dagskrárbrot	t a x s k r au r p r O t
dagskrárgerð	t a x s k r au r_0 c E r D
dagskrárlok	t a x s k r au r l O k
dagskrárnefndinni	t a x s k r au r n E m t I n I
dagstofunni	t a x s t O v Y n I
dagur	t a: G Y r
dagurinn	t a: G Y r I n
dagvaktinni	t a G v a x t I n I
dala	t a: l a
dalabyggð	t a: l a p I G D
dalasýslu	t a: l a s i s t l Y
dalla	t a t l a
dallinn	t a t l I n
dalslóðann	t a l s t l ou D a n
dalverpi	t a l v E r_0 p I
dalvíkurbyggð	t a l v i k Y r p I G D
dalvíkurbyggðar	t a l v i k Y r p I G D a r
dampi	t a m_0 p I
dangla	t au N l a
danglaði	t au N l a D I
dani	t a: n I
danir	t a: n I r
danmerkur	t a n m E r_0 k Y r
danmörk	t a n m 9 r_0 k
danmörku	t a n m 9 r_0 k Y
dans	t a n s
dansa	t a n s a
dansflokksins	t a n s f l O h k s I n s
dansflokkurinn	t a n s f l O h k Y r I n
dansgólfið	t a n s k ou l v I D
dansiböllum	t a n s I p 9 l Y m
dansinn	t a n s I n
danska	t a n s k a
danskt	t a n s t
danskur	t a n s k Y r
dansnótta	t a n s t n ou h t a
dansverk	t a n s v E r_0 k
daníel	t a: n i E l
daníelsdóttir	t a: n i j E l s t ou h t I r
daprir	t a: p r I r
dapurleg	t a: p Y r l E G
dapurlegar	t a: p Y r l E G a r
dapurlegt	t a: p Y r l E x t
dapurt	t a: p Y r_0 t
darrasyni	t a r a s I n I
datt	t a h t
dauðadags	t 9i: D a t a x s
dauðadrukkinn	t 9i: D a t r Y h c I n
dauðadómur	t 9i: D a t ou m Y r
dauðarefsing	t 9i: D a r E f s i N k
dauðaslys	t 9i: D a s t l I s
dauðdagi	t 9i D t ai j I
dauðhræddur	t 9i D r_0 ai t Y r
dauði	t 9i: D I
dauðlangar	t 9i D l au N k a r
dauðlegra	t 9i D l E G r a
dauður	t 9i: D Y r
david	t ei: v I t
davíð	t a: v i D
davíðsdóttir	t a: v i D s t ou h t I r
daði	t a: D I
debetkort	t E: p E t k_h O r_0 t
debetkortareikning	t E: p E t k_h O r_0 t a r ei h k n i N k
debetkorti	t E: p E t k_h O r_0 t I
deddi	t E t I
degi	t ei: j I
deginum	t ei j I n Y m
deig	t ei: G
deila	t ei: l a
deild	t ei l t
deildabikarkeppni	t ei l t a p I k a r c_h E h p n I
deildakeppninni	t ei l t a c_h E h p n I n I
deildar	t ei l t a r
deildarforseti	t ei l t a r_0 f O r_0 s E t I
deildarinnar	t ei l t a r I n a r
deildarkeppnin	t ei l t a r_0 c_h E h p n I n
deildarkeppninni	t ei l t a r_0 c_h E h p n I n I
deildarstjóra	t ei l t a r_0 s t j ou r a
deildaskipting	t ei l t a s c I f t i N k
deildinni	t ei l t I n I
deildstjóra	t ei l t s t j ou r a
deiling	t ei: l i N k
deiliskipulagi	t ei: l I s c I p Y l ai j I
deiliskipulagið	t ei: l I s c I p Y l ai j I D
deita	t ei: t a
dekka	t E h k a
dekki	t E h c I
dekkið	t E h c I D
dekkja	t E h c a
dekkjaýlfri	t E h c a i l v r I
dekkjum	t E h c Y m
dekkjunum	t E h c O n Y m
dekkri	t E h k r I
dekra	t E: k r a
dekurrófa	t E: k Y r ou v a
dekurrófu	t E: k Y r ou v Y
delinn	t E: l I n
dellu	t E t l Y
demba	t E m p a
dembdi	t E m t I
dempun	t E m_0 p Y n
demókratar	t E: m ou k_h r a t a r
depill	t E: p I t l_0
deplar	t E h p l a r
deplað	t E h p l a D
derhúfu	t E r h u v Y
desember	t E: s E m p E r
desemberuppbótina	t E: s E m p E r Y h p ou t I n a
detta	t E h t a
detti	t E h t I
dettifoss	t E h t I f O s
dey	t ei:
deyfa	t ei: v a
deyja	t ei: j a
didda	t I t a
diddi	t I t I
diddu	t I t Y
diddú	t I t u
digga	t I k a
digra	t I G r a
digraneskirkja	t I G r a n E s c_h I r_0 c a
digraneskirkju	t I G r a n E s c_h I r_0 c Y
digranesvegi	t I G r a n E s v ei j I
diljá	t I l j au
dilk	t I l_0 k
dilka	t I l_0 k a
dillar	t I t l a r
dimm	t I m
dimma	t I m a
dimman	t I m a n
dimmar	t I m a r
dimmaturni	t I m a t_h Y r t n I
dimmblá	t I m p l au
dimmdi	t I m t I
dimmir	t I m I r
dimmraddaður	t I m r a t a D Y r
dimmri	t I m r I
dimmt	t I m_0 t
dimmuna	t I m Y n a
dingla	t i N l a
dinglandi	t i N l a n t I
dinglaðu	t i N l a D Y
dingluðu	t i N l Y D Y
diplóma	t I h p l ou m a
diplómat	t I h p l ou m a t
dirfsku	t I r f s k Y
dirfðist	t I r D I s t
disklinginn	t I s k l i J c I n
diskur	t I s k Y r
diskótek	t I s k ou t_h E k
dissa	t I s a
djamm	t j a m
djamma	t j a m a
djarfara	t j a r v a r a
djarflega	t j a r v l E G a
djassi	t j a s I
djassins	t j a s I n s
djassþáttur	t j a s T au h t Y r
djákni	t j au h k n I
djásn	t j au s t n_0
djók	t j ou: k
djóka	t j ou: k a
djöflapresti	t j 9 p l a p_h r E s t I
djöflar	t j 9 p l a r
djöfsi	t j 9 f s I
djöfull	t j 9: v Y t l_0
djöfullegt	t j 9: v Y l E x t
djöfullegu	t j 9: v Y l E G Y
djörfung	t j 9 r f u N k
djúp	t j u: p
djúpi	t j u: p I
djúpri	t j u: p r I
djúprista	t j u: p r I s t a
djúpsteiktir	t j u p s t ei x t I r
djúpsteiktur	t j u p s t ei x t Y r
djúpur	t j u: p Y r
djúpver	t j u: p v E r
djúpvirkandi	t j u: p v I r_0 k a n t I
djús	t j u: s
dofi	t O: v I
dofin	t O: v I n
dofinn	t O: v I n
dofnar	t O p n a r
doktor	t O x t O r
doktorinn	t O x t O r I n
doktorsnám	t O x t O r_0 s t n au m
doktorsprófi	t O x t O r_0 s p_h r ou v I
doktorsritgerð	t O x t O r_0 s r I t c E r D
doktorsvörnina	t O x t O r_0 s v 9 r t n I n a
dolfallinn	t O l f a t l I n
dollar	t O l a r
dollara	t O l a r a
dollarinn	t O l a r I n
dollurum	t O l O r Y m
dollý	t O l i
dorrit	t O r I t
dottað	t O h t a D
dottinn	t O h t I n
drafaði	t r a: v a D I
draga	t r a: G a
dragist	t r ai j I s t
dragið	t r ai j I D
dragt	t r a x t
dragtina	t r a x t I n a
drama	t r a: m a
dramatískt	t r a: m a t_h i s t
drangey	t r au J c ei
drangsnesi	t r au N s t n E s I
drangsnesinga	t r au N s t n E s i N k a
draugagang	t r 9i: G a k au N k
draugalegt	t r 9i: G a l E x t
draugarnir	t r 9i: G a r t n I r
draugur	t r 9i: G Y r
draugurinn	t r 9i: G Y r I n
draumur	t r 9i: m Y r
draupnir	t r 9i h p n I r
dregin	t r ei j I n
dregist	t r ei j I s t
dregið	t r ei j I D
